Date,Avg. Temperature(°F),Avg. Humidity(%),Avg. Dewpoint(°F),Avg. Barometer(in),Avg. Windspeed(mph),Avg. Gust speed(mph),Avg. Direction(°deg),Rainfall for month(in),Rainfall for year(in),Max. rain per minute,Max. Temperature(°F),Min. Temperature(°F),Max. Humidity(%),Min. Humidity(%),Max. Pressure,Min. Pressure,Max. Windspeed(mph),Max. Gust speed(mph),Max. Heat Index(°F)
2023-08-05 00:00:00,58.9,61,43.1,29.8,4.1,6.4,273,0.89,16.16,0,78.7,41.4,92,24,29.942,29.762,21.9,33.4,78.3
2023-08-06 00:00:00,52,92,49.7,29.9,2.1,3.6,65,0.9,16.17,0.01,57,45.5,96,80,29.987,29.846,9.2,13.8,57
2023-08-07 00:00:00,54.6,71,43.6,29.9,3.6,6.2,292,0.9,16.17,0,74.5,39,98,33,29.983,29.813,20.7,39.1,77.4
2023-08-08 00:00:00,56.4,68,44.2,29.8,2.1,3.6,63,0.9,16.17,0,73.3,39.9,96,29,29.872,29.666,12.7,18.4,77.5
2023-08-09 00:00:00,58.5,62,43.8,29.7,2.9,5.1,268,0.9,16.17,0,72.3,42.5,93,31,29.749,29.645,15,20.7,77.5
2023-08-10 00:00:00,60.5,56,41.4,29.7,3.9,6.4,272,0.9,16.17,0,79.4,44.1,93,22,29.711,29.625,21.9,31.1,78.5
2023-08-11 00:00:00,67.5,42,43.1,29.6,4.9,7.9,261,0.9,16.17,0,82.6,56.8,63,21,29.699,29.595,15,23,80.6
2023-08-12 00:00:00,63.3,58,48.2,29.7,1.7,2.8,319,0.9,16.17,0,72,55.8,79,42,29.727,29.649,6.9,12.7,77.1
2023-08-13 00:00:00,57,67,45.8,29.8,2.6,4.5,58,0.9,16.17,0,63.8,50.3,79,49,30.031,29.675,10.4,15,63.8
2023-08-14 00:00:00,55.4,66,43.4,30.1,1.7,3.3,88,0.9,16.17,0,68.2,38.8,94,44,30.14,30.01,10.4,18.4,77.4
2023-08-15 00:00:00,61.5,54,40,30,1.7,3.1,103,0.9,16.17,0,83.9,38,95,15,30.064,29.863,12.7,16.1,81.3
2023-08-16 00:00:00,66.9,47,42.9,29.8,3.1,5.1,282,0.9,16.17,0,86.4,44.4,83,19,29.873,29.662,13.8,21.9,83.5
2023-08-17 00:00:00,65.7,55,47.6,29.7,2.1,4,105,0.9,16.17,0,81.7,46.3,82,27,29.78,29.64,12.7,19.6,80.6
2023-08-18 00:00:00,71.4,42,47,29.6,7.4,12,266,0.91,16.18,0.01,83.6,64.9,57,31,29.644,29.485,18.4,27.6,82
2023-08-19 00:00:00,65.3,59,49.1,29.7,3.4,5.5,265,1.25,16.52,0.04,82,53,91,24,29.828,29.591,24.2,34.5,80.2
2023-08-20 00:00:00,63.9,69,52.3,29.8,1.7,3.2,62,1.25,16.52,0,78.1,47.8,96,39,29.893,29.773,10.4,19.6,79
2023-08-21 00:00:00,66.5,48,40.9,29.8,2.5,4.4,213,1.25,16.52,0,88.2,43.2,89,11,29.878,29.751,12.7,19.6,84.5
2023-08-22 00:00:00,69.9,38,41.8,29.7,3.3,5.9,236,1.25,16.52,0,81.6,53.5,65,24,29.792,29.676,11.5,18.4,80
2023-08-23 00:00:00,65.2,54,46.7,29.8,2.3,4,278,1.27,16.54,0.01,79.5,49.3,80,28,29.813,29.726,12.7,17.3,79.3
2023-08-24 00:00:00,63.4,69,52.2,29.7,2.5,4.2,294,1.66,16.93,0.01,79.6,55.4,94,37,29.816,29.65,13.8,19.6,79.6
2023-08-25 00:00:00,54.2,94,52.3,29.9,1.1,2.1,40,1.97,17.24,0.01,57.5,51.3,97,85,30.077,29.761,8.1,16.1,57.5
2023-08-26 00:00:00,56.5,89,53.2,30,1,2.1,78,2.02,17.29,0.01,66.4,50.1,97,71,30.058,29.902,6.9,11.5,66.4
2023-08-27 00:00:00,58,85,52.6,29.9,1.7,3,349,2.99,18.26,0.05,76,47.4,98,40,29.924,29.797,15,19.6,78
2023-08-28 00:00:00,53.6,89,50.2,29.9,1.7,3.1,11,3.79,19.06,0.07,66.3,45.3,98,63,30.063,29.875,21.9,29.9,66.3
2023-08-29 00:00:00,55.3,76,46.7,30,1.1,2.3,89,3.81,19.08,0.01,69.6,39.6,98,48,30.126,29.941,6.9,13.8,77.3
2023-08-30 00:00:00,62.6,56,42.2,29.8,4.2,6.6,250,3.81,19.08,0,81.5,41.3,97,22,29.941,29.613,17.3,27.6,79.9
2023-08-31 00:00:00,63.5,46,37.7,29.6,3.5,5.5,245,3.81,19.08,0,82.6,42.8,84,13,29.667,29.591,17.3,24.2,80.2
2022-08-01 00:00:00,64.8,62,49.3,29.7,3.5,5.6,279,0,7.64,0,82.7,48.7,87,25,29.819,29.665,15,21.9,81.2
2022-08-02 00:00:00,67.4,52,48.6,29.6,5.7,9.1,260,0,7.64,0,79,55.3,76,33,29.679,29.563,21.9,33.4,79
2022-08-03 00:00:00,64.7,63,51.2,29.7,2.9,4.6,19,0,7.64,0,77.6,52.8,85,42,29.762,29.585,12.7,17.3,78.7
2022-08-04 00:00:00,66,59,48.4,29.7,1.6,2.8,310,0,7.64,0,83.6,47.1,94,25,29.784,29.639,10.4,15,81.7
2022-08-05 00:00:00,67.1,56,49,29.6,3.6,6,246,0,7.64,0,86,49.9,84,27,29.685,29.581,17.3,25.3,83.5
2022-08-06 00:00:00,68.7,55,50.5,29.6,3.5,6.1,230,0,7.64,0,83.2,54.8,85,23,29.681,29.568,17.3,24.2,81.4
2022-08-07 00:00:00,63,70,51.4,29.8,3.9,6.3,42,0,7.64,0,81.8,48.5,92,25,29.892,29.64,15,20.7,81.3
2022-08-08 00:00:00,64.2,62,48.5,29.8,2.4,4.3,68,0,7.64,0,78.7,46.5,97,33,29.884,29.754,12.7,17.3,79.1
2022-08-09 00:00:00,66.6,49,43.6,29.8,2.1,4,97,0,7.64,0,82.6,45.7,86,20,29.866,29.78,12.7,18.4,80.4
2022-08-10 00:00:00,66.8,47,42.8,29.9,1.9,3.8,144,0,7.64,0,82.3,47.1,85,20,29.912,29.819,9.2,15,80.2
2022-08-11 00:00:00,66,51,45.7,29.8,2.8,4.8,267,0,7.64,0,86.4,47,79,26,29.859,29.725,12.7,18.4,83.9
2022-08-12 00:00:00,67,50,46.1,29.8,2.6,4.5,62,0,7.64,0,83.1,48.1,83,30,29.84,29.743,13.8,19.6,81.6
2022-08-13 00:00:00,63.2,67,50.8,29.8,2.4,4.2,332,0.02,7.66,0.01,81.4,50.7,93,29,29.82,29.686,16.1,26.5,80.4
2022-08-14 00:00:00,60.9,78,52.4,29.8,2.4,3.8,326,0.04,7.68,0.01,83.2,47.6,97,30,29.823,29.716,17.3,23,81.8
2022-08-15 00:00:00,60.1,79,53.3,29.8,2.6,4.3,356,0.05,7.69,0.01,74.3,52.7,95,46,29.844,29.696,16.1,20.7,77.4
2022-08-16 00:00:00,57.7,85,53,29.9,0.9,1.8,311,0.05,7.69,0,65.9,52.8,97,62,29.902,29.813,6.9,11.5,65.9
2022-08-17 00:00:00,58.9,66,45.8,29.9,1.2,2.4,107,0.05,7.69,0,73.1,42.5,97,34,29.998,29.851,9.2,12.7,77.4
2022-08-18 00:00:00,60,58,42.8,29.9,1.5,2.9,76,0.05,7.69,0,77.1,41.5,89,29,29.92,29.783,10.4,16.1,77.9
2022-08-19 00:00:00,57,71,46.8,29.8,1.6,2.9,39,0.05,7.69,0,71.1,42.8,93,41,29.847,29.736,11.5,17.3,77.4
2022-08-20 00:00:00,56.6,78,49.5,29.8,1.4,2.5,10,0.06,7.7,0.01,68,45.9,93,58,29.858,29.751,12.7,19.6,68
2022-08-21 00:00:00,56.3,75,47.9,29.9,1.8,3.2,289,0.06,7.7,0,70.1,44.6,97,47,29.901,29.827,12.7,20.7,77.4
2022-08-22 00:00:00,59,67,46.7,29.9,1.3,2.5,119,0.06,7.7,0,72.6,43.1,95,39,29.903,29.799,10.4,17.3,77.5
2022-08-23 00:00:00,57.2,66,44.4,29.8,1.7,3.1,290,0.06,7.7,0,75.2,41.3,94,33,29.866,29.74,15,23,77.5
2022-08-24 00:00:00,57,68,44.9,29.9,1.5,2.6,9,0.06,7.7,0,74.3,40.7,93,35,29.907,29.843,15,20.7,77.4
2022-08-25 00:00:00,56.1,76,47.3,29.9,2,3.2,359,0.06,7.7,0,78.6,42.1,93,31,29.928,29.796,19.6,33.4,78.8
2022-08-26 00:00:00,56.2,79,48.7,29.8,2,3.2,306,0.06,7.7,0,72,48.3,96,36,29.885,29.712,17.3,24.2,77.5
2022-08-27 00:00:00,64.6,44,40.2,29.6,5.8,9.6,269,0.06,7.7,0,79.6,51.2,86,17,29.716,29.502,16.1,24.2,78.5
2022-08-28 00:00:00,66.2,37,38.9,29.5,6.3,9.8,258,0.06,7.7,0,76.5,58.1,48,22,29.597,29.457,18.4,27.6,77.4
2022-08-29 00:00:00,63.9,45,41.3,29.7,2.7,4.6,270,0.06,7.7,0,76.8,50.6,74,26,29.904,29.597,11.5,19.6,77.8
2022-08-30 00:00:00,62.3,54,42.3,29.9,1.5,2.9,112,0.06,7.7,0,80.5,42.2,92,25,29.971,29.884,11.5,16.1,79.4
2022-08-31 00:00:00,62.2,51,40.6,29.9,2.3,3.8,25,0.06,7.7,0,82.4,45.9,82,16,29.915,29.799,17.3,23,80.2
2022-09-01 00:00:00,61.6,49,38,29.8,2.1,3.4,2,0,7.8,0,81.4,40.5,89,17,29.855,29.688,20.7,33.4,79.4
2022-09-02 00:00:00,63,44,38.7,29.8,3,4.8,41,0.01,7.81,0.01,82.2,44.4,73,20,29.999,29.724,13.8,19.6,80
2022-09-03 00:00:00,60.5,56,42.4,30,1.7,3.2,133,0.01,7.81,0,76.7,41.1,89,29,29.998,29.899,9.2,15,77.7
2022-09-04 00:00:00,64.7,47,38.4,29.8,2.1,3.8,24,0.01,7.81,0,89.8,40.7,90,10,29.956,29.714,12.7,19.6,85.7
2022-09-05 00:00:00,66.9,39,37.4,29.7,2.1,3.8,73,0.01,7.81,0,86.2,47,63,15,29.774,29.669,15,19.6,82.9
2022-09-06 00:00:00,66.6,38,35.6,29.8,1.8,3.2,125,0.01,7.81,0,86.9,44.1,70,11,29.905,29.774,11.5,19.6,83.4
2022-09-07 00:00:00,65.9,39,36.7,29.9,1.6,2.9,108,0.01,7.81,0,86.9,45.9,70,15,29.924,29.781,11.5,18.4,83.5
2022-09-08 00:00:00,65.5,39,35.1,29.6,3.5,5.7,295,0.01,7.81,0,88.8,44.5,66,12,29.801,29.47,17.3,28.8,84.9
2022-09-09 00:00:00,46.7,89,43.7,29.7,2.7,4.4,57,0.02,7.82,0.01,59.7,42.7,95,55,29.92,29.49,8.1,16.1,59.7
2022-09-10 00:00:00,42.1,93,40.4,30.1,2.5,3.9,57,0.02,7.82,0,44.7,39.1,96,86,30.191,29.92,9.2,13.8,44.7
2022-09-11 00:00:00,50,66,36.4,30.1,1.3,2.6,33,0.11,7.91,0.01,71.8,28.2,97,29,30.253,29.989,9.2,13.8,77.2
2022-09-12 00:00:00,55.3,46,27.4,29.9,1.6,2.9,64,0.11,7.91,0,79.3,30.4,90,9,30.012,29.803,12.7,20.7,77.7
2022-09-13 00:00:00,55.4,42,29,29.7,1.6,3,108,0.11,7.91,0,75.8,32.8,78,17,29.851,29.646,10.4,18.4,76.2
2022-09-14 00:00:00,56.4,59,40.8,29.6,3.5,5.5,242,0.14,7.94,0.01,70.4,45.2,92,32,29.655,29.517,13.8,20.7,77.3
2022-09-15 00:00:00,54.7,64,42.1,29.7,4.2,6.9,262,0.14,7.94,0,66,45.2,91,40,29.815,29.646,15,23,66
2022-09-16 00:00:00,51.5,64,38.5,29.8,5.8,8.8,256,0.14,7.94,0,67.2,36.2,95,29,29.828,29.722,19.6,28.8,67.2
2022-09-17 00:00:00,55.5,56,39.2,29.7,2.7,4.7,224,0.14,7.94,0,68.3,42.7,83,30,29.743,29.579,15,21.9,76.6
2022-09-18 00:00:00,55.3,54,34.1,29.7,3.8,6.3,223,0.14,7.94,0,75.8,34.1,93,16,29.786,29.622,19.6,27.6,76.9
2022-09-19 00:00:00,59.3,41,28.3,29.7,5.1,7.7,250,0.14,7.94,0,79.5,35.5,87,8,29.785,29.692,19.6,28.8,77.8
2022-09-20 00:00:00,60.4,37,32.1,29.8,2.9,4.6,273,0.14,7.94,0,78.8,39.2,68,18,29.834,29.719,16.1,26.5,77.8
2022-09-21 00:00:00,51.9,78,44.8,29.8,2.5,4.4,69,0.15,7.95,0.01,59.7,44.2,96,48,29.948,29.774,8.1,11.5,59.7
2022-09-22 00:00:00,49.5,84,44.1,29.9,2.4,4.1,299,0.16,7.96,0.01,69.6,42.6,97,34,29.962,29.739,17.3,23,77.4
2022-09-23 00:00:00,57.8,36,27.7,29.8,8.2,13.2,267,0.16,7.96,0,70.4,43.2,94,14,29.857,29.694,25.3,38,74.7
2022-09-24 00:00:00,59.1,29,25,29.8,5.5,8.9,265,0.16,7.96,0,75.1,43.1,52,13,29.993,29.793,16.1,26.5,75.4
2022-09-25 00:00:00,49.4,55,32.5,30,1.8,3.5,71,0.16,7.96,0,67.3,31,84,31,30.107,29.994,10.4,15,67.3
2022-09-26 00:00:00,52.8,55,33.2,30.1,1.5,3,118,0.16,7.96,0,74.4,31.4,92,20,30.112,29.981,11.5,20.7,76.2
2022-09-27 00:00:00,49.6,66,37.5,30,1.6,2.8,354,0.16,7.96,0,71.7,33.7,91,28,30.131,29.976,18.4,26.5,77.1
2022-09-28 00:00:00,53.2,55,33.3,30.1,2.2,3.6,281,0.16,7.96,0,75.1,34.6,93,16,30.119,29.965,12.7,18.4,76.8
2022-09-29 00:00:00,57.6,47,36.9,29.9,5.5,8.8,265,0.16,7.96,0,71.1,40.1,71,29,30.022,29.764,18.4,28.8,76.9
2022-09-30 00:00:00,50.7,66,39,29.7,3.1,5.2,258,0.16,7.96,0,65.1,39.3,87,37,29.794,29.673,16.1,25.3,65.1
